application_id,application_date,annual_income,credit_score,debt_to_income_ratio,loan_amount,employment_years,region,default_risk
APP-20679,2023-08-15 08:00,69162.47,702.0,0.359,32261.0,11,North,1
APP-20680,2023-08-15 16:00,81728.76,666.0,0.311,18116.0,11,East,1
APP-20681,2023-08-16 00:00,60590.07,722.0,0.206,31762.0,9,East,0
APP-20682,2023-08-16 08:00,52770.24,735.0,0.251,5228.0,24,North,0
APP-20683,2023-08-16 16:00,77193.85,763.0,0.178,21697.0,0,West,0
APP-20684,2023-08-17 00:00,60770.53,723.0,0.295,32787.0,4,North,1
APP-20685,2023-08-17 08:00,66609.87,728.0,0.163,27052.0,19,North,0
APP-20686,2023-08-17 16:00,60012.9,698.0,0.304,21592.0,10,South,0
APP-20687,2023-08-18 00:00,70099.56,671.0,0.05,27562.0,8,West,0
APP-20688,2023-08-18 08:00,49791.44,691.0,0.345,36743.0,13,East,1
APP-20689,2023-08-18 16:00,75894.08,774.0,0.192,24823.0,2,North,1
APP-20690,2023-08-19 00:00,64508.35,739.0,0.204,32993.0,4,West,0
APP-20691,2023-08-19 08:00,53535.26,728.0,0.39,39326.0,23,East,1
APP-20692,2023-08-19 16:00,72963.99,628.0,0.306,29695.0,20,South,1
APP-20693,2023-08-20 00:00,53520.93,724.0,0.348,25066.0,8,South,1
APP-20694,2023-08-20 08:00,54183.91,650.0,0.2,6312.0,17,West,0
APP-20695,2023-08-20 16:00,46980.85,653.0,0.357,18107.0,5,North,1
APP-20696,2023-08-21 00:00,39446.27,658.0,0.269,24790.0,20,East,1
APP-20697,2023-08-21 08:00,73014.28,675.0,0.289,32902.0,24,West,1
APP-20698,2023-08-21 16:00,82484.25,748.0,0.399,20334.0,6,South,0
APP-20699,2023-08-22 00:00,58241.0,720.0,0.187,38602.0,15,East,1
APP-20700,2023-08-22 08:00,53022.91,668.0,0.353,14513.0,7,East,1
APP-20701,2023-08-22 16:00,37815.58,684.0,0.311,31060.0,22,North,1
APP-20702,2023-08-23 00:00,32399.73,732.0,0.263,19666.0,9,South,1
APP-20703,2023-08-23 08:00,75900.96,741.0,0.192,22010.0,4,South,1
APP-20704,2023-08-23 16:00,35389.88,716.0,0.262,33088.0,10,South,1
APP-20705,2023-08-24 00:00,47841.0,658.0,0.215,15368.0,20,East,1
APP-20706,2023-08-24 08:00,69251.47,691.0,0.375,8388.0,12,South,1
APP-20707,2023-08-24 16:00,66345.61,817.0,0.287,23209.0,19,West,1
APP-20708,2023-08-25 00:00,69870.54,656.0,0.226,23508.0,1,South,1
APP-20709,2023-08-25 08:00,65103.79,727.0,0.165,32901.0,13,East,0
APP-20710,2023-08-25 16:00,59646.1,805.0,0.243,38891.0,8,South,1
APP-20711,2023-08-26 00:00,47932.01,698.0,0.379,6936.0,9,South,1
APP-20712,2023-08-26 08:00,55487.85,793.0,0.289,25709.0,9,East,0
APP-20713,2023-08-26 16:00,60664.28,679.0,0.266,28845.0,9,South,0
APP-20714,2023-08-27 00:00,36644.87,621.0,0.416,39503.0,18,North,1
APP-20715,2023-08-27 08:00,53204.96,684.0,0.247,37991.0,10,East,1
APP-20716,2023-08-27 16:00,59416.72,676.0,0.215,29936.0,10,South,0
APP-20717,2023-08-28 00:00,54665.53,635.0,0.312,23263.0,2,North,0
APP-20718,2023-08-28 08:00,59861.68,691.0,0.314,10653.0,18,West,1
APP-20719,2023-08-28 16:00,75030.92,755.0,0.233,18446.0,23,East,0
APP-20720,2023-08-29 00:00,76872.29,683.0,0.216,25479.0,21,South,1
APP-20721,2023-08-29 08:00,87670.3,693.0,0.396,30382.0,0,East,0
APP-20722,2023-08-29 16:00,42381.46,772.0,0.245,27239.0,11,North,0
APP-20723,2023-08-30 00:00,58688.82,676.0,0.164,29994.0,14,East,0
APP-20724,2023-08-30 08:00,83413.69,738.0,0.295,20020.0,13,West,0
APP-20725,2023-08-30 16:00,38813.96,633.0,0.352,30467.0,2,South,1
APP-20726,2023-08-31 00:00,47356.56,667.0,0.265,10031.0,19,West,0
APP-20727,2023-08-31 08:00,55763.96,700.0,0.323,10691.0,12,North,1
APP-20728,2023-08-31 16:00,95664.86,764.0,0.196,10699.0,17,East,1
APP-20729,2023-09-01 00:00,50382.01,669.0,0.33,36180.0,15,South,1
APP-20730,2023-09-01 08:00,81257.31,668.0,0.204,7661.0,5,South,0
APP-20731,2023-09-01 16:00,64581.55,722.0,0.304,33053.0,9,North,1
APP-20732,2023-09-02 00:00,47803.19,729.0,0.341,13175.0,16,North,1
APP-20733,2023-09-02 08:00,106997.36,663.0,0.288,21395.0,16,East,1
APP-20734,2023-09-02 16:00,67919.72,687.0,0.181,37058.0,7,South,1
APP-20735,2023-09-03 00:00,70643.03,759.0,0.185,25508.0,3,North,0
APP-20736,2023-09-03 08:00,73017.61,657.0,0.407,12354.0,14,South,1
APP-20737,2023-09-03 16:00,71854.34,725.0,0.219,14943.0,0,East,0
APP-20738,2023-09-04 00:00,97281.1,687.0,0.341,37216.0,6,West,1
APP-20739,2023-09-04 08:00,91789.16,773.0,0.289,19950.0,24,North,0
APP-20740,2023-09-04 16:00,51026.03,736.0,0.2,25544.0,9,East,1
APP-20741,2023-09-05 00:00,95280.87,750.0,0.237,21098.0,6,West,1
APP-20742,2023-09-05 08:00,54498.01,686.0,0.416,18245.0,0,East,1
APP-20743,2023-09-05 16:00,69833.61,747.0,0.559,12815.0,16,North,1
APP-20744,2023-09-06 00:00,43227.23,746.0,0.255,29017.0,11,East,1
APP-20745,2023-09-06 08:00,80549.1,733.0,0.249,30138.0,16,South,1
APP-20746,2023-09-06 16:00,60389.58,697.0,0.149,14621.0,14,North,0
APP-20747,2023-09-07 00:00,47757.69,717.0,0.148,32615.0,23,South,0
APP-20748,2023-09-07 08:00,82827.52,627.0,0.211,34909.0,15,East,1
APP-20749,2023-09-07 16:00,86543.02,789.0,0.244,37224.0,22,North,0
APP-20750,2023-09-08 00:00,87051.54,683.0,0.278,10642.0,13,South,1
APP-20751,2023-09-08 08:00,42155.74,695.0,0.335,15637.0,2,South,0
APP-20752,2023-09-08 16:00,88603.14,651.0,0.298,35112.0,18,South,1
APP-20753,2023-09-09 00:00,60492.26,740.0,0.337,11949.0,11,West,0
APP-20754,2023-09-09 08:00,95772.55,734.0,0.231,5121.0,18,South,1
APP-20755,2023-09-09 16:00,74374.31,697.0,0.274,35479.0,17,South,1
APP-20756,2023-09-10 00:00,68769.97,605.0,0.251,16426.0,13,East,1
APP-20757,2023-09-10 08:00,65127.82,678.0,0.179,19507.0,19,East,1
APP-20758,2023-09-10 16:00,64795.06,731.0,0.122,20622.0,22,East,1
APP-20759,2023-09-11 00:00,54807.29,721.0,0.226,34690.0,8,East,0
APP-20760,2023-09-11 08:00,48979.04,708.0,0.082,16826.0,2,West,0
APP-20761,2023-09-11 16:00,59560.07,691.0,0.189,36230.0,22,East,1
APP-20762,2023-09-12 00:00,82863.33,639.0,0.324,26593.0,11,East,1
APP-20763,2023-09-12 08:00,44050.63,753.0,0.294,23455.0,19,East,1
APP-20764,2023-09-12 16:00,85109.99,645.0,0.282,16397.0,16,South,1
APP-20765,2023-09-13 00:00,67150.85,701.0,0.374,13530.0,4,West,1
APP-20766,2023-09-13 08:00,76722.12,663.0,0.222,26842.0,7,East,1
APP-20767,2023-09-13 16:00,77497.41,755.0,0.335,20641.0,18,South,1
APP-20768,2023-09-14 00:00,78925.17,736.0,0.215,36868.0,3,North,1
APP-20769,2023-09-14 08:00,65336.02,694.0,0.302,22207.0,14,West,1
APP-20770,2023-09-14 16:00,65785.15,741.0,0.292,22913.0,18,East,1
APP-20771,2023-09-15 00:00,78411.45,643.0,0.297,19585.0,14,South,0
APP-20772,2023-09-15 08:00,49380.58,706.0,0.249,32624.0,13,North,1
APP-20773,2023-09-15 16:00,47083.12,663.0,0.306,19869.0,15,North,1
APP-20774,2023-09-16 00:00,58029.7,756.0,0.312,14427.0,23,South,1
APP-20775,2023-09-16 08:00,69321.36,727.0,0.166,35171.0,9,South,0
APP-20776,2023-09-16 16:00,93813.07,739.0,0.348,25889.0,23,West,0
APP-20777,2023-09-17 00:00,65719.74,685.0,0.181,25703.0,13,South,1
APP-20778,2023-09-17 08:00,95002.29,744.0,0.21,26379.0,19,East,0
APP-20779,2023-09-17 16:00,72731.87,660.0,0.299,30159.0,10,North,1
APP-20780,2023-09-18 00:00,58198.06,666.0,0.328,15957.0,1,East,1
APP-20781,2023-09-18 08:00,82206.03,702.0,0.298,6185.0,18,East,1
APP-20782,2023-09-18 16:00,61357.06,668.0,0.306,33371.0,2,East,1
APP-20783,2023-09-19 00:00,68768.14,742.0,0.189,9512.0,3,North,0
APP-20784,2023-09-19 08:00,44954.43,689.0,0.238,30264.0,10,North,1
APP-20785,2023-09-19 16:00,42370.04,661.0,0.116,7881.0,12,North,1
APP-20786,2023-09-20 00:00,73304.83,656.0,0.206,18136.0,17,South,1
APP-20787,2023-09-20 08:00,81555.93,741.0,0.173,7206.0,17,East,1
APP-20788,2023-09-20 16:00,94185.01,596.0,0.281,23277.0,18,West,1
APP-20789,2023-09-21 00:00,52859.41,665.0,0.468,27860.0,11,South,1
APP-20790,2023-09-21 08:00,86956.16,773.0,0.341,11000.0,0,South,1
APP-20791,2023-09-21 16:00,84716.7,695.0,0.1,18007.0,23,West,1
APP-20792,2023-09-22 00:00,57632.56,742.0,0.159,37558.0,5,East,0
APP-20793,2023-09-22 08:00,85821.3,729.0,0.176,20484.0,2,West,1
APP-20794,2023-09-22 16:00,79163.25,701.0,0.14,33089.0,16,North,1
APP-20795,2023-09-23 00:00,82132.75,635.0,0.257,37451.0,2,East,1
APP-20796,2023-09-23 08:00,97510.41,650.0,0.298,39102.0,0,South,1
APP-20797,2023-09-23 16:00,81509.93,650.0,0.177,36441.0,2,North,1
APP-20798,2023-09-24 00:00,32946.53,732.0,0.262,16109.0,3,North,0
APP-20799,2023-09-24 08:00,69838.41,740.0,0.298,38690.0,5,South,1
APP-20800,2023-09-24 16:00,41497.98,670.0,0.336,33434.0,6,West,1
APP-20801,2023-09-25 00:00,67271.75,706.0,0.292,34301.0,22,North,1
APP-20802,2023-09-25 08:00,66404.42,710.0,0.306,5531.0,24,North,1
APP-20803,2023-09-25 16:00,56244.58,714.0,0.277,38398.0,7,East,0
APP-20804,2023-09-26 00:00,49585.95,676.0,0.199,32233.0,12,East,1
APP-20805,2023-09-26 08:00,57045.02,784.0,0.216,31879.0,3,South,0
APP-20806,2023-09-26 16:00,59942.59,741.0,0.174,7853.0,5,South,0
APP-20807,2023-09-27 00:00,63024.43,713.0,0.4,13140.0,10,South,1
APP-20808,2023-09-27 08:00,66581.51,687.0,0.162,38679.0,0,West,0
APP-20809,2023-09-27 16:00,73778.76,672.0,0.356,22524.0,7,North,0
APP-20810,2023-09-28 00:00,60311.72,728.0,0.163,18925.0,21,South,0
APP-20811,2023-09-28 08:00,84194.73,689.0,0.341,34398.0,1,East,1
APP-20812,2023-09-28 16:00,64426.42,716.0,0.358,8057.0,7,North,1
APP-20813,2023-09-29 00:00,78867.36,625.0,0.372,19593.0,19,South,1
APP-20814,2023-09-29 08:00,60432.79,686.0,0.197,18150.0,8,North,1
APP-20815,2023-09-29 16:00,106155.64,705.0,0.293,17245.0,3,North,0
APP-20816,2023-09-30 00:00,72008.96,754.0,0.232,15769.0,16,North,1
APP-20817,2023-09-30 08:00,89529.48,668.0,0.209,12353.0,6,South,1
APP-20818,2023-09-30 16:00,54590.87,643.0,0.284,11052.0,9,North,1
APP-20819,2023-10-01 00:00,58292.75,730.0,0.345,27414.0,4,North,1
APP-20820,2023-10-01 08:00,61217.94,707.0,0.232,37179.0,9,North,1
APP-20821,2023-10-01 16:00,102095.0,633.0,0.306,22810.0,11,East,1
APP-20822,2023-10-02 00:00,61808.9,635.0,0.207,15429.0,20,South,1
APP-20823,2023-10-02 08:00,52648.49,681.0,0.197,10571.0,19,West,1
APP-20824,2023-10-02 16:00,84513.6,706.0,0.254,34055.0,5,East,1
APP-20825,2023-10-03 00:00,65882.07,773.0,0.259,39002.0,0,North,0
APP-20826,2023-10-03 08:00,61728.21,661.0,0.333,17220.0,2,North,1
APP-20827,2023-10-03 16:00,55845.77,734.0,0.18,15183.0,6,West,0
APP-20828,2023-10-04 00:00,72332.43,622.0,0.453,26052.0,10,West,1
APP-20829,2023-10-04 08:00,80939.83,726.0,0.137,32137.0,23,East,0
APP-20830,2023-10-04 16:00,76821.28,778.0,0.298,20939.0,11,North,0
APP-20831,2023-10-05 00:00,57809.99,716.0,0.257,27053.0,8,West,1
APP-20832,2023-10-05 08:00,50184.46,680.0,0.228,30079.0,0,East,0
APP-20833,2023-10-05 16:00,15000.0,765.0,0.266,38621.0,3,West,0
APP-20834,2023-10-06 00:00,50817.97,726.0,0.334,10776.0,1,North,1
APP-20835,2023-10-06 08:00,59417.98,717.0,0.346,39908.0,1,North,0
APP-20836,2023-10-06 16:00,64114.4,664.0,0.263,18725.0,16,North,1
APP-20837,2023-10-07 00:00,60937.83,726.0,0.307,30312.0,20,North,0
APP-20838,2023-10-07 08:00,107013.15,679.0,0.174,25035.0,1,South,1
APP-20839,2023-10-07 16:00,72370.48,724.0,0.265,22033.0,3,South,0
APP-20840,2023-10-08 00:00,46435.36,712.0,0.312,29433.0,24,South,1
APP-20841,2023-10-08 08:00,74833.51,759.0,0.097,18851.0,10,East,0
APP-20842,2023-10-08 16:00,70872.15,684.0,0.286,9414.0,18,East,1
APP-20843,2023-10-09 00:00,49251.34,703.0,0.267,22111.0,23,West,1
APP-20844,2023-10-09 08:00,69332.08,746.0,0.382,23267.0,12,West,1
APP-20845,2023-10-09 16:00,72952.27,699.0,0.293,12067.0,21,East,1
APP-20846,2023-10-10 00:00,80367.57,709.0,0.318,37747.0,20,West,0
APP-20847,2023-10-10 08:00,38364.92,692.0,0.258,12962.0,17,East,0
APP-20848,2023-10-10 16:00,74721.17,703.0,0.331,19323.0,18,South,0
APP-20849,2023-10-11 00:00,86148.57,740.0,0.325,10423.0,23,East,0
APP-20850,2023-10-11 08:00,93315.3,793.0,0.175,23753.0,14,East,0
APP-20851,2023-10-11 16:00,46608.99,634.0,0.305,15767.0,11,West,1
APP-20852,2023-10-12 00:00,62810.72,653.0,0.375,22125.0,24,West,1
APP-20853,2023-10-12 08:00,64264.02,704.0,0.359,12862.0,10,East,1
APP-20854,2023-10-12 16:00,75132.78,712.0,0.282,6882.0,22,North,1
APP-20855,2023-10-13 00:00,62530.56,700.0,0.306,32273.0,0,West,1
APP-20856,2023-10-13 08:00,54269.1,685.0,0.353,27438.0,15,East,1
APP-20857,2023-10-13 16:00,68257.65,655.0,0.189,16926.0,12,West,1
APP-20858,2023-10-14 00:00,59937.47,683.0,0.318,6662.0,5,North,1
APP-20859,2023-10-14 08:00,73432.84,747.0,0.122,35295.0,22,West,0
APP-20860,2023-10-14 16:00,52856.49,714.0,0.349,10943.0,5,East,0
APP-20861,2023-10-15 00:00,49665.36,740.0,0.249,37576.0,9,East,0
APP-20862,2023-10-15 08:00,84731.6,656.0,0.273,21751.0,1,North,0
APP-20863,2023-10-15 16:00,99087.91,775.0,0.236,16914.0,24,East,0
APP-20864,2023-10-16 00:00,92334.07,685.0,0.277,30962.0,2,North,0
APP-20865,2023-10-16 08:00,63921.12,731.0,0.3,35689.0,5,East,0
APP-20866,2023-10-16 16:00,80826.91,704.0,0.34,17975.0,15,East,1
APP-20867,2023-10-17 00:00,54705.76,686.0,0.384,19257.0,5,West,1
APP-20868,2023-10-17 08:00,72622.69,729.0,0.284,20161.0,23,West,1
APP-20869,2023-10-17 16:00,56242.96,737.0,0.147,37281.0,12,North,0
APP-20870,2023-10-18 00:00,83847.56,831.0,0.384,29240.0,3,West,1
APP-20871,2023-10-18 08:00,81851.97,739.0,0.162,13668.0,14,South,0
APP-20872,2023-10-18 16:00,96139.31,738.0,0.246,11475.0,5,North,0
APP-20873,2023-10-19 00:00,61560.42,762.0,0.241,13063.0,0,South,0
APP-20874,2023-10-19 08:00,88685.51,734.0,0.281,14225.0,8,North,0
APP-20875,2023-10-19 16:00,72596.98,708.0,0.179,13056.0,11,South,1
APP-20876,2023-10-20 00:00,66130.83,725.0,0.175,28048.0,24,West,1
APP-20877,2023-10-20 08:00,70054.91,748.0,0.278,9058.0,22,West,0
APP-20878,2023-10-20 16:00,90470.2,773.0,0.216,18558.0,10,East,0
APP-20879,2023-10-21 00:00,63020.95,642.0,0.388,26877.0,12,South,1
APP-20880,2023-10-21 08:00,63784.07,625.0,0.236,15180.0,0,East,1
APP-20881,2023-10-21 16:00,34014.47,771.0,0.198,7285.0,18,North,1
APP-20882,2023-10-22 00:00,62794.28,674.0,0.414,7864.0,20,South,1
APP-20883,2023-10-22 08:00,68965.43,635.0,0.318,9409.0,3,East,1
APP-20884,2023-10-22 16:00,53566.28,631.0,0.497,34255.0,4,North,1
APP-20885,2023-10-23 00:00,49882.17,791.0,0.126,28025.0,22,South,0
APP-20886,2023-10-23 08:00,37231.42,749.0,0.297,7258.0,24,East,1
APP-20887,2023-10-23 16:00,56230.24,674.0,0.319,18687.0,16,South,1
APP-20888,2023-10-24 00:00,86317.69,676.0,0.282,14750.0,4,South,1
APP-20889,2023-10-24 08:00,42772.22,712.0,0.251,25231.0,18,East,0
APP-20890,2023-10-24 16:00,76835.26,749.0,0.38,23298.0,2,West,1
APP-20891,2023-10-25 00:00,78190.2,697.0,0.317,21839.0,10,West,1
APP-20892,2023-10-25 08:00,101792.92,675.0,0.145,16008.0,1,East,0
APP-20893,2023-10-25 16:00,80575.33,761.0,0.21,9823.0,21,North,0
APP-20894,2023-10-26 00:00,79318.69,709.0,0.187,30983.0,13,East,0
APP-20895,2023-10-26 08:00,70515.46,701.0,0.27,35795.0,5,East,0
APP-20896,2023-10-26 16:00,65012.86,737.0,0.356,38045.0,18,South,1
APP-20897,2023-10-27 00:00,77782.99,614.0,0.25,7052.0,0,West,1
APP-20898,2023-10-27 08:00,83730.52,731.0,0.26,30897.0,6,West,1
APP-20899,2023-10-27 16:00,67557.44,728.0,0.202,30428.0,1,West,0
APP-20900,2023-10-28 00:00,84378.29,648.0,0.341,38149.0,23,West,1
APP-20901,2023-10-28 08:00,108248.17,623.0,0.379,13852.0,18,East,1
APP-20902,2023-10-28 16:00,66062.88,685.0,0.277,30976.0,0,South,1
APP-20903,2023-10-29 00:00,66485.02,718.0,0.406,6912.0,8,West,0
APP-20904,2023-10-29 08:00,63618.25,723.0,0.236,27094.0,20,West,1
APP-20905,2023-10-29 16:00,67006.14,787.0,0.168,17280.0,16,South,0
APP-20906,2023-10-30 00:00,83346.58,718.0,0.344,31912.0,9,East,1
APP-20907,2023-10-30 08:00,66305.82,647.0,0.272,35216.0,5,East,1
APP-20908,2023-10-30 16:00,67837.67,699.0,0.234,17769.0,2,East,0
APP-20909,2023-10-31 00:00,61255.26,652.0,0.286,23396.0,19,West,1
APP-20910,2023-10-31 08:00,72335.86,702.0,0.153,9109.0,23,West,0
APP-20911,2023-10-31 16:00,57452.05,773.0,0.14,19592.0,14,West,1
APP-20912,2023-11-01 00:00,46607.79,731.0,0.287,17628.0,20,East,1
APP-20913,2023-11-01 08:00,71715.08,678.0,0.315,11409.0,21,West,0
APP-20914,2023-11-01 16:00,94690.77,737.0,0.392,36307.0,19,North,0
APP-20915,2023-11-02 00:00,60650.84,675.0,0.351,10183.0,5,South,0
APP-20916,2023-11-02 08:00,49381.92,586.0,0.331,27251.0,2,North,1
APP-20917,2023-11-02 16:00,93734.63,654.0,0.382,36155.0,9,North,0
APP-20918,2023-11-03 00:00,65683.41,731.0,0.319,36919.0,11,West,0
APP-20919,2023-11-03 08:00,79168.37,745.0,0.252,32763.0,0,South,1
APP-20920,2023-11-03 16:00,54065.51,787.0,0.353,11165.0,21,North,0
APP-20921,2023-11-04 00:00,65146.56,725.0,0.35,33610.0,15,East,1
APP-20922,2023-11-04 08:00,86008.32,771.0,0.279,14680.0,16,East,1
APP-20923,2023-11-04 16:00,66961.59,738.0,0.184,37284.0,9,East,1
APP-20924,2023-11-05 00:00,67148.03,752.0,0.137,29818.0,11,East,0
APP-20925,2023-11-05 08:00,42671.09,760.0,0.347,32484.0,18,South,0
APP-20926,2023-11-05 16:00,76805.5,732.0,0.318,7976.0,7,East,1
APP-20927,2023-11-06 00:00,53211.77,758.0,0.33,25397.0,22,South,1
APP-20928,2023-11-06 08:00,81795.51,679.0,0.35,33740.0,7,South,1
APP-20929,2023-11-06 16:00,68035.72,601.0,0.208,35156.0,9,South,1
APP-20930,2023-11-07 00:00,69368.29,739.0,0.13,6002.0,9,South,0
APP-20931,2023-11-07 08:00,76588.13,727.0,0.321,37871.0,17,West,1
APP-20932,2023-11-07 16:00,70629.04,671.0,0.376,6517.0,9,North,1
APP-20933,2023-11-08 00:00,90776.8,653.0,0.308,26508.0,6,West,1
APP-20934,2023-11-08 08:00,88400.58,716.0,0.161,29269.0,3,North,1
APP-20935,2023-11-08 16:00,46741.34,742.0,0.299,8757.0,0,West,0
APP-20936,2023-11-09 00:00,62439.32,733.0,0.19,6680.0,10,East,0
APP-20937,2023-11-09 08:00,77548.02,664.0,0.157,32472.0,18,South,1
APP-20938,2023-11-09 16:00,50860.96,674.0,0.279,18463.0,4,East,1
APP-20939,2023-11-10 00:00,41479.09,740.0,0.293,8749.0,7,East,1
APP-20940,2023-11-10 08:00,53596.93,713.0,0.272,31693.0,1,East,0
APP-20941,2023-11-10 16:00,63272.52,758.0,0.315,34721.0,1,West,1
APP-20942,2023-11-11 00:00,15000.0,695.0,0.217,25559.0,23,East,0
APP-20943,2023-11-11 08:00,48291.66,743.0,0.287,10643.0,13,South,0
APP-20944,2023-11-11 16:00,38321.97,708.0,0.241,5533.0,8,South,1
APP-20945,2023-11-12 00:00,82200.08,677.0,0.26,29528.0,9,North,0
APP-20946,2023-11-12 08:00,78972.18,752.0,0.301,24255.0,12,West,0
APP-20947,2023-11-12 16:00,69178.46,665.0,0.365,27778.0,0,South,1
APP-20948,2023-11-13 00:00,66500.18,713.0,0.303,33461.0,13,South,1
APP-20949,2023-11-13 08:00,73172.1,718.0,0.33,20198.0,1,West,1
APP-20950,2023-11-13 16:00,50024.97,705.0,0.281,9358.0,3,East,1
APP-20951,2023-11-14 00:00,83793.33,755.0,0.319,37899.0,18,South,1
APP-20952,2023-11-14 08:00,66395.32,736.0,0.363,24084.0,0,East,0
APP-20953,2023-11-14 16:00,78763.99,730.0,0.43,26535.0,3,South,0
APP-20954,2023-11-15 00:00,78146.23,713.0,0.377,37669.0,10,North,1
APP-20955,2023-11-15 08:00,73011.72,794.0,0.276,37605.0,12,East,0
APP-20956,2023-11-15 16:00,69693.77,776.0,0.372,25023.0,17,South,0
APP-20957,2023-11-16 00:00,68576.6,751.0,0.324,15416.0,9,West,1
APP-20958,2023-11-16 08:00,64055.35,744.0,0.231,39899.0,4,West,1
APP-20959,2023-11-16 16:00,72244.35,683.0,0.325,28829.0,0,West,1
APP-20960,2023-11-17 00:00,68093.14,708.0,0.19,19295.0,13,South,0
APP-20961,2023-11-17 08:00,57694.69,739.0,0.325,24594.0,15,East,0
APP-20962,2023-11-17 16:00,74145.72,757.0,0.42,19554.0,23,North,1
APP-20963,2023-11-18 00:00,69207.5,750.0,0.346,36091.0,17,North,0
APP-20964,2023-11-18 08:00,83146.82,736.0,0.376,21887.0,2,South,0
APP-20965,2023-11-18 16:00,37843.75,800.0,0.25,33823.0,2,South,0
APP-20966,2023-11-19 00:00,65543.31,704.0,0.318,34406.0,3,South,1
APP-20967,2023-11-19 08:00,54126.46,756.0,0.336,33852.0,6,East,1
APP-20968,2023-11-19 16:00,57235.66,750.0,0.256,30277.0,12,West,0
APP-20969,2023-11-20 00:00,73396.22,730.0,0.335,34921.0,8,East,1
APP-20970,2023-11-20 08:00,43459.09,732.0,0.316,18553.0,2,East,1
APP-20971,2023-11-20 16:00,66997.03,731.0,0.336,9013.0,16,South,0
APP-20972,2023-11-21 00:00,65456.59,678.0,0.198,34486.0,14,North,1
APP-20973,2023-11-21 08:00,49250.76,728.0,0.382,22436.0,9,East,0
APP-20974,2023-11-21 16:00,67371.09,744.0,0.316,9458.0,14,North,1
APP-20975,2023-11-22 00:00,53576.7,724.0,0.271,9036.0,0,South,1
APP-20976,2023-11-22 08:00,97962.26,627.0,0.272,10573.0,21,East,1
APP-20977,2023-11-22 16:00,83029.5,639.0,0.277,31284.0,20,West,1
APP-20978,2023-11-23 00:00,66008.9,673.0,0.214,29880.0,9,West,1
APP-20979,2023-11-23 08:00,58523.77,705.0,0.375,12134.0,6,East,1
APP-20980,2023-11-23 16:00,72560.76,676.0,0.357,34642.0,6,West,1
APP-20981,2023-11-24 00:00,76512.14,739.0,0.362,14845.0,2,East,0
APP-20982,2023-11-24 08:00,68817.99,764.0,0.401,32754.0,6,West,1
APP-20983,2023-11-24 16:00,49772.79,770.0,0.295,22108.0,8,South,1
APP-20984,2023-11-25 00:00,61856.18,725.0,0.148,30604.0,7,West,1
APP-20985,2023-11-25 08:00,66170.2,759.0,0.33,18349.0,2,West,0
APP-20986,2023-11-25 16:00,69354.13,685.0,0.327,17150.0,4,South,1
APP-20987,2023-11-26 00:00,69700.45,703.0,0.404,34448.0,12,South,1
APP-20988,2023-11-26 08:00,75962.48,657.0,0.367,6236.0,12,West,0
APP-20989,2023-11-26 16:00,85125.8,764.0,0.291,39116.0,7,North,0
APP-20990,2023-11-27 00:00,80188.46,798.0,0.268,27686.0,17,North,1
APP-20991,2023-11-27 08:00,73854.8,694.0,0.36,20137.0,6,East,1
APP-20992,2023-11-27 16:00,46134.44,612.0,0.068,26982.0,9,West,1
APP-20993,2023-11-28 00:00,82795.15,667.0,0.299,9296.0,9,East,1
APP-20994,2023-11-28 08:00,77282.1,681.0,0.356,22992.0,22,South,0
APP-20995,2023-11-28 16:00,61163.13,650.0,0.27,39478.0,10,West,1
APP-20996,2023-11-29 00:00,65446.09,664.0,0.249,13234.0,11,South,1
APP-20997,2023-11-29 08:00,65983.71,719.0,0.304,30280.0,12,West,1
APP-20998,2023-11-29 16:00,58432.67,740.0,0.388,20224.0,7,West,0
APP-20999,2023-11-30 00:00,38779.48,617.0,0.316,27836.0,16,South,1
APP-21000,2024-01-01 00:00,35813.58,662.0,0.38,12171.0,23,West,1
APP-21001,2024-01-01 16:00,69905.68,761.0,0.454,21466.0,13,West,1
APP-21002,2024-01-02 08:00,73409.64,577.0,0.221,39303.0,16,East,1
APP-21003,2024-01-03 00:00,33468.07,619.0,0.41,11835.0,18,South,1
APP-21004,2024-01-03 16:00,98374.19,652.0,0.483,27276.0,15,North,1
APP-21005,2024-01-04 08:00,47988.24,623.0,0.331,25146.0,8,North,1
APP-21006,2024-01-05 00:00,65071.66,660.0,0.242,24777.0,19,West,1
APP-21007,2024-01-05 16:00,61094.32,605.0,0.444,26529.0,9,East,1
APP-21008,2024-01-06 08:00,35435.97,599.0,0.685,22578.0,8,West,1
APP-21009,2024-01-07 00:00,39872.53,629.0,0.334,5593.0,0,East,1
APP-21010,2024-01-07 16:00,49218.74,660.0,0.338,36503.0,23,West,1
APP-21011,2024-01-08 08:00,15000.0,717.0,0.396,33944.0,2,North,1
APP-21012,2024-01-09 00:00,62777.6,663.0,0.608,11096.0,10,South,0
APP-21013,2024-01-09 16:00,15000.0,625.0,0.222,19465.0,6,East,1
APP-21014,2024-01-10 08:00,48264.01,690.0,0.512,31969.0,17,West,1
APP-21015,2024-01-11 00:00,35909.15,700.0,0.363,39302.0,12,West,1
APP-21016,2024-01-11 16:00,58418.56,622.0,0.374,38290.0,22,East,1
APP-21017,2024-01-12 08:00,15000.0,631.0,0.299,36478.0,22,East,1
APP-21018,2024-01-13 00:00,18080.41,614.0,0.39,10543.0,24,North,1
