customer_id,gender,age,tenure_months,monthly_charges,total_charges,contract_type,tech_support_calls,refund_issued_after_churn,cancellation_survey_score,churn
CUST-10749,Female,27,49,88.01,4317.7,One-Year,2,0,,0
CUST-10750,Female,33,63,60.82,3834.57,Two-Year,1,0,,0
CUST-10751,Male,24,22,21.54,460.68,One-Year,3,0,,0
CUST-10752,Female,34,24,78.29,,Month-to-Month,2,1,1.1,1
CUST-10753,Female,40,30,45.31,1365.94,Two-Year,0,1,0.6,1
CUST-10754,Female,43,58,65.03,3774.42,Month-to-Month,0,0,,0
CUST-10755,Female,38,31,115.76,3590.7,Month-to-Month,2,1,1.5,1
CUST-10756,Female,39,64,59.9,3832.2,One-Year,3,0,,0
CUST-10757,Male,24,19,103.98,1982.11,Two-Year,0,1,1.1,1
CUST-10758,Male,31,48,38.85,1878.77,Month-to-Month,2,0,,0
CUST-10759,Male,32,45,87.25,3929.56,Month-to-Month,2,0,,0
CUST-10760,Female,70,55,117.7,6463.78,Month-to-Month,2,0,,0
CUST-10761,Female,24,55,30.19,1651.5,Month-to-Month,0,0,,0
CUST-10762,Male,26,18,20.83,382.2,Month-to-Month,2,1,1.8,1
CUST-10763,Female,68,63,63.36,3982.04,One-Year,2,0,,0
CUST-10764,Male,65,47,29.26,1377.23,Month-to-Month,0,0,,0
CUST-10765,Male,25,57,94.84,5402.42,Two-Year,0,0,,0
CUST-10766,Male,67,45,111.45,5004.53,One-Year,1,1,1.7,1
CUST-10767,Female,40,33,63.4,2100.52,One-Year,1,0,,0
CUST-10768,Female,46,17,45.87,786.86,Two-Year,1,0,,0
CUST-10769,Male,35,70,63.44,4427.24,Month-to-Month,1,0,,0
CUST-10770,Male,48,4,92.34,,Month-to-Month,2,1,1.3,1
CUST-10771,Male,47,20,20.91,421.55,One-Year,3,1,1.1,1
CUST-10772,Male,69,47,78.95,3719.02,Two-Year,1,0,,0
CUST-10773,Female,56,15,81.33,1221.62,One-Year,3,1,1.2,1
CUST-10774,Female,52,70,83.77,5878.17,Month-to-Month,2,0,,0
CUST-10775,Male,35,47,44.2,2076.13,Two-Year,3,0,,0
CUST-10776,Male,59,9,91.41,819.97,Month-to-Month,2,1,0.8,1
CUST-10777,Female,56,16,29.14,456.49,Two-Year,4,0,,0
CUST-10778,Female,34,69,39.93,2745.83,Two-Year,2,0,,0
CUST-10779,Male,31,61,107.75,6562.51,Month-to-Month,1,1,0.9,1
CUST-10780,Male,48,10,93.87,940.88,One-Year,1,0,,0
CUST-10781,Male,41,50,21.37,1065.81,Month-to-Month,0,0,,0
CUST-10782,Female,52,3,44.84,,Month-to-Month,1,1,1.1,1
CUST-10783,Female,61,70,41.44,,Month-to-Month,1,0,,0
CUST-10784,Female,62,51,47.08,2392.52,One-Year,3,1,0.5,1
CUST-10785,Male,51,19,44.76,841.71,Two-Year,1,0,,0
CUST-10786,Male,20,42,26.25,1124.19,One-Year,0,0,,0
CUST-10787,Female,54,35,65.89,,Month-to-Month,2,1,1.5,1
CUST-10788,Female,60,46,93.27,4289.76,Two-Year,0,0,,0
CUST-10789,Male,57,26,80.67,2096.65,Two-Year,0,0,,0
CUST-10790,Female,43,69,87.29,6038.54,Month-to-Month,2,0,,0
CUST-10791,Female,72,64,28.11,1782.91,Two-Year,2,0,,0
CUST-10792,Male,40,37,115.15,4259.95,Month-to-Month,1,0,,0
CUST-10793,Female,61,49,103.85,5072.42,Two-Year,1,0,,0
CUST-10794,Male,56,21,100.51,2086.91,Month-to-Month,0,0,,0
CUST-10795,Male,32,64,102.3,6539.86,Month-to-Month,1,1,1.1,1
CUST-10796,Male,73,5,113.27,,Month-to-Month,1,1,1.2,1
CUST-10797,Male,66,70,74.43,5202.12,One-Year,1,0,,0
CUST-10798,Male,21,4,40.03,,Month-to-Month,4,1,0.9,1
CUST-10799,Male,46,39,81.68,3186.58,Month-to-Month,2,0,,0
CUST-10800,Male,39,35,94.29,3298.76,One-Year,2,0,,0
CUST-10801,Female,42,1,93.79,106.44,Two-Year,1,0,,0
CUST-10802,Male,30,24,72.14,1725.4,Month-to-Month,5,1,0.5,1
CUST-10803,Male,35,57,26.85,1534.26,Month-to-Month,1,0,,0
CUST-10804,Female,50,70,57.11,3979.67,Month-to-Month,3,0,,0
CUST-10805,Female,33,41,112.08,,Month-to-Month,1,0,,0
CUST-10806,Female,62,54,78.44,4233.19,Two-Year,2,0,,0
CUST-10807,Male,59,46,73.83,3384.36,Two-Year,2,0,,0
CUST-10808,Female,61,60,46.89,2817.38,One-Year,0,0,,0
CUST-10809,Male,19,60,56.84,3403.01,Month-to-Month,1,0,,0
CUST-10810,Male,72,57,109.53,6260.53,One-Year,3,0,,0
CUST-10811,Male,52,31,86.65,2661.81,One-Year,2,0,,0
CUST-10812,Male,59,24,98.74,2372.24,Two-Year,2,1,1.7,1
CUST-10813,Female,51,36,65.43,2355.91,One-Year,2,0,,0
CUST-10814,Female,47,30,83.02,2487.79,One-Year,0,0,,0
CUST-10815,Male,72,24,44.84,1070.87,One-Year,4,0,,0
CUST-10816,Male,30,30,90.55,2717.19,Month-to-Month,0,1,1.2,1
CUST-10817,Male,30,7,62.76,449.94,Two-Year,2,1,1.4,1
CUST-10818,Female,35,35,64.25,2232.03,Month-to-Month,1,1,0.7,1
CUST-10819,Male,49,55,84.93,4663.09,One-Year,0,0,,0
CUST-10820,Male,49,14,113.63,,Month-to-Month,0,1,1.5,1
CUST-10821,Female,52,10,26.4,253.03,One-Year,2,0,,0
CUST-10822,Female,56,16,102.47,1642.95,One-Year,2,0,,0
CUST-10823,Male,63,54,49.24,2664.85,Month-to-Month,0,0,0.7,1
CUST-10824,Female,69,70,64.39,4517.95,Month-to-Month,0,0,,0
CUST-10825,Female,46,44,22.19,982.41,One-Year,2,0,,0
CUST-10826,Male,66,45,50.1,2261.36,One-Year,2,0,,0
CUST-10827,Female,46,56,70.26,3920.44,Month-to-Month,1,1,1.2,1
CUST-10828,Male,70,57,25.62,1475.18,Month-to-Month,2,0,,0
CUST-10829,Female,61,21,69.11,1449.21,One-Year,1,0,,0
CUST-10830,Male,74,68,112.71,,Month-to-Month,3,0,,0
CUST-10831,Male,33,50,30.54,1513.24,Month-to-Month,1,0,,0
CUST-10832,Male,73,33,96.44,3180.11,Month-to-Month,1,0,,0
CUST-10833,Female,61,7,60.97,436.22,Month-to-Month,6,1,2.0,1
CUST-10834,Male,64,70,85.52,,Month-to-Month,1,0,,0
CUST-10835,Female,74,15,46.02,,Month-to-Month,1,1,1.3,1
CUST-10836,Male,27,32,35.95,1163.5,Month-to-Month,2,1,1.4,1
CUST-10837,Male,47,20,36.05,709.29,Month-to-Month,0,0,,0
CUST-10838,Female,42,15,27.05,405.55,Month-to-Month,1,1,1.0,1
CUST-10839,Male,56,48,38.56,1857.28,Month-to-Month,0,0,,0
CUST-10840,Male,37,71,86.42,6156.78,Month-to-Month,0,0,,0
CUST-10841,Female,22,21,108.17,2266.99,Two-Year,1,1,0.4,1
CUST-10842,Male,18,42,101.41,,Month-to-Month,3,0,,0
CUST-10843,Male,47,26,88.51,,Month-to-Month,2,0,,0
CUST-10844,Male,66,14,31.04,436.94,Month-to-Month,0,0,,0
CUST-10845,Male,20,57,48.92,2794.32,Month-to-Month,2,0,,0
CUST-10846,Female,62,37,50.98,1897.19,One-Year,1,0,,0
CUST-10847,Female,31,58,45.0,2617.56,One-Year,3,0,,0
CUST-10848,Male,73,21,71.5,1496.53,Two-Year,2,0,,0
CUST-10849,Female,47,69,73.56,5083.77,One-Year,1,0,,0
CUST-10850,Male,67,3,55.69,167.99,Two-Year,0,0,,0
CUST-10851,Female,21,37,55.38,,Month-to-Month,3,1,1.0,1
CUST-10852,Male,35,49,102.86,5048.16,Month-to-Month,3,0,,0
CUST-10853,Male,54,19,98.93,1895.97,Month-to-Month,2,1,1.1,1
CUST-10854,Male,42,12,50.78,605.81,Month-to-Month,2,0,,0
CUST-10855,Male,65,61,111.38,6788.72,Month-to-Month,0,0,,0
CUST-10856,Male,18,41,115.28,4730.95,One-Year,0,1,0.5,1
CUST-10857,Male,70,33,52.67,1749.94,Month-to-Month,1,1,0.7,1
CUST-10858,Female,63,50,55.44,2772.58,Two-Year,1,0,,0
CUST-10859,Male,32,68,70.56,4810.56,Two-Year,1,0,,0
CUST-10860,Female,26,71,114.11,8108.71,Month-to-Month,1,0,,0
CUST-10861,Male,32,33,107.63,,Month-to-Month,2,1,1.9,1
CUST-10862,Female,66,24,30.26,,Month-to-Month,1,1,1.1,1
CUST-10863,Female,74,61,59.27,3611.12,Month-to-Month,2,0,,0
CUST-10864,Female,41,61,75.34,4598.13,Month-to-Month,0,0,,0
CUST-10865,Male,21,28,70.31,1957.95,Month-to-Month,2,0,,0
CUST-10866,Male,29,58,39.39,2283.94,Month-to-Month,1,0,,0
CUST-10867,Female,54,43,105.88,,Month-to-Month,1,0,,0
CUST-10868,Male,54,41,87.69,3602.96,Two-Year,3,0,,0
CUST-10869,Female,60,39,103.79,4054.02,One-Year,1,1,0.9,1
CUST-10870,Male,23,49,105.88,5190.99,Two-Year,2,0,,0
CUST-10871,Female,56,17,94.84,1613.88,Month-to-Month,0,1,1.2,1
CUST-10872,Female,73,70,63.92,4461.73,Month-to-Month,1,0,1.5,1
CUST-10873,Male,63,70,81.05,5671.44,One-Year,1,0,,0
CUST-10874,Female,41,65,36.04,,Month-to-Month,1,0,,0
CUST-10875,Male,28,5,87.36,425.56,Month-to-Month,2,1,1.4,1
CUST-10876,Female,30,2,37.93,58.34,One-Year,1,0,,0
CUST-10877,Female,51,22,89.39,1977.87,One-Year,2,0,,0
CUST-10878,Male,42,57,42.96,2449.23,Month-to-Month,2,1,1.7,1
CUST-10879,Male,24,66,31.76,2098.26,Month-to-Month,2,0,,0
CUST-10880,Male,69,16,36.53,590.04,Month-to-Month,1,0,,0
CUST-10881,Female,21,51,20.2,1020.38,Month-to-Month,1,0,,0
CUST-10882,Male,25,39,91.87,3578.9,Month-to-Month,0,1,1.5,1
CUST-10883,Female,37,40,93.24,,Month-to-Month,1,1,0.9,1
CUST-10884,Female,46,38,71.49,2711.73,Month-to-Month,0,0,,0
CUST-10885,Male,71,60,36.14,2165.74,Two-Year,1,0,,0
CUST-10886,Male,70,59,28.36,1666.55,One-Year,2,0,,0
CUST-10887,Female,68,10,21.91,211.69,One-Year,1,0,,0
CUST-10888,Female,62,64,36.57,2351.53,Month-to-Month,0,0,,0
CUST-10889,Male,63,63,109.09,6847.9,Month-to-Month,1,0,,0
CUST-10890,Male,27,49,44.15,2158.78,Month-to-Month,2,0,,0
CUST-10891,Male,60,64,55.43,3549.77,Month-to-Month,2,0,,0
CUST-10892,Male,51,32,30.53,993.93,Month-to-Month,0,0,,0
CUST-10893,Male,74,7,42.24,284.33,One-Year,2,0,,0
CUST-10894,Female,43,21,71.92,1497.26,One-Year,2,0,,0
CUST-10895,Female,58,20,80.78,1607.0,Month-to-Month,1,1,1.0,1
CUST-10896,Female,66,26,44.54,1165.06,Month-to-Month,0,0,1.1,1
CUST-10897,Female,20,68,25.77,1753.61,Two-Year,1,0,,0
CUST-10898,Male,73,15,59.1,872.07,Month-to-Month,2,1,0.6,1
CUST-10899,Male,23,14,43.42,608.88,Month-to-Month,2,0,,0
CUST-10900,Male,22,27,41.96,1148.43,Month-to-Month,3,0,,0
CUST-10901,Female,22,40,115.99,4642.24,One-Year,2,0,,0
CUST-10902,Female,71,58,81.63,4736.19,Two-Year,1,0,,0
CUST-10903,Male,64,28,75.69,2121.57,Month-to-Month,0,1,1.4,1
CUST-10904,Male,40,26,61.58,1605.23,Two-Year,2,0,,0
CUST-10905,Female,66,63,62.89,3949.4,Two-Year,0,0,,0
CUST-10906,Female,26,66,74.09,4887.62,Month-to-Month,2,0,,0
CUST-10907,Male,52,25,89.64,2239.2,Month-to-Month,4,0,1.0,1
CUST-10908,Male,37,3,90.21,265.8,Month-to-Month,2,0,,0
CUST-10909,Female,66,44,37.17,1642.34,Two-Year,0,0,,0
CUST-10910,Male,59,42,70.01,2934.08,Month-to-Month,2,0,,0
CUST-10911,Male,52,6,61.2,363.6,One-Year,1,0,,0
CUST-10912,Male,67,39,107.05,4162.35,Month-to-Month,1,0,,0
CUST-10913,Female,35,52,83.14,4327.06,One-Year,2,0,,0
CUST-10914,Female,34,23,73.25,,Month-to-Month,3,0,,0
CUST-10915,Female,41,50,31.54,1573.39,One-Year,0,0,,0
CUST-10916,Female,20,43,80.56,3472.15,Two-Year,4,0,,0
CUST-10917,Female,49,19,31.72,601.21,Two-Year,1,0,,0
CUST-10918,Female,52,69,53.72,3681.41,Two-Year,0,0,,0
CUST-10919,Female,55,51,34.28,,Month-to-Month,0,0,,0
CUST-10920,Male,30,11,89.21,979.55,One-Year,2,1,0.2,1
CUST-10921,Male,73,12,40.63,488.59,Month-to-Month,0,0,,0
CUST-10922,Male,64,8,59.19,,Month-to-Month,4,1,0.9,1
CUST-10923,Male,42,24,109.57,2622.84,Month-to-Month,1,0,,0
CUST-10924,Male,26,41,40.43,1672.34,Month-to-Month,0,0,0.9,1
CUST-10925,Male,21,36,70.78,2547.42,Month-to-Month,3,0,,0
CUST-10926,Male,31,55,61.93,3404.15,Two-Year,1,1,0.9,1
CUST-10927,Female,54,9,21.81,203.74,Month-to-Month,1,1,0.9,1
CUST-10928,Female,51,47,99.28,4666.35,One-Year,1,0,,0
CUST-10929,Male,28,15,26.9,,Month-to-Month,1,0,,0
CUST-10930,Male,58,48,67.43,,Month-to-Month,2,0,,0
CUST-10931,Female,73,42,76.07,,Month-to-Month,0,0,,0
CUST-10932,Male,20,60,82.84,4962.91,Two-Year,2,0,,0
CUST-10933,Male,45,70,88.86,6228.91,Two-Year,4,0,,0
CUST-10934,Female,46,12,45.33,547.05,Two-Year,0,0,,0
CUST-10935,Male,26,2,21.0,38.61,Two-Year,2,0,,0
CUST-10936,Female,20,7,92.34,637.66,Month-to-Month,1,1,0.7,1
CUST-10937,Male,42,3,73.57,207.62,Month-to-Month,2,0,,0
CUST-10938,Female,51,3,103.61,315.02,One-Year,1,1,0.6,1
CUST-10939,Female,29,27,102.14,,Month-to-Month,2,1,0.9,1
CUST-10940,Female,59,40,104.33,4186.28,Month-to-Month,2,0,,0
CUST-10941,Male,26,33,68.51,,Month-to-Month,0,0,,0
CUST-10942,Female,32,1,53.36,51.58,One-Year,3,0,,0
CUST-10943,Male,57,8,99.16,784.46,One-Year,0,0,1.1,1
CUST-10944,Male,42,32,65.13,,Month-to-Month,3,0,,0
CUST-10945,Male,22,48,38.34,1840.59,Month-to-Month,2,0,,0
CUST-10946,Male,28,4,105.5,426.45,One-Year,1,0,,0
CUST-10947,Female,51,70,108.26,7562.94,One-Year,5,0,,0
CUST-10948,Female,41,19,66.63,1258.33,Month-to-Month,0,0,,0
CUST-10949,Male,32,32,27.57,891.95,One-Year,1,0,,0
CUST-10950,Male,55,9,58.78,535.61,Month-to-Month,1,1,1.8,1
CUST-10951,Female,25,12,100.35,1179.21,Month-to-Month,0,1,1.3,1
CUST-10952,Male,22,11,110.18,1215.75,One-Year,1,1,1.4,1
CUST-10953,Female,65,46,40.35,1845.78,One-Year,1,0,,0
CUST-10954,Male,43,16,26.7,421.28,Month-to-Month,1,1,0.7,1
CUST-10955,Male,35,1,107.74,105.47,One-Year,2,0,1.8,1
CUST-10956,Female,23,63,58.94,3728.79,One-Year,2,0,,0
CUST-10957,Male,54,21,74.18,1547.35,One-Year,1,0,,0
CUST-10958,Female,65,30,116.81,3490.26,One-Year,1,0,,0
CUST-10959,Male,30,13,26.66,351.08,One-Year,2,0,,0
CUST-10960,Male,45,34,84.83,,Month-to-Month,0,1,0.7,1
CUST-10961,Male,22,4,27.41,121.71,Month-to-Month,0,0,0.2,1
CUST-10962,Female,30,28,57.55,1607.87,Month-to-Month,2,0,,0
CUST-10963,Male,34,59,100.38,5934.53,Month-to-Month,1,0,,0
CUST-10964,Male,67,27,63.35,1710.61,One-Year,1,1,1.0,1
CUST-10965,Male,57,69,119.72,,Month-to-Month,1,1,1.3,1
CUST-10966,Male,62,25,75.91,1913.99,Month-to-Month,0,1,1.4,1
CUST-10967,Female,49,3,52.12,,Month-to-Month,0,0,,0
CUST-10968,Female,46,68,42.01,2867.13,Month-to-Month,2,0,,0
CUST-10969,Male,68,25,55.05,1370.11,Month-to-Month,0,0,,0
CUST-10970,Female,20,20,57.25,1147.28,One-Year,0,0,,0
CUST-10971,Male,73,34,26.87,899.13,Month-to-Month,1,1,1.2,1
CUST-10972,Male,57,26,56.96,1475.92,One-Year,3,0,,0
CUST-10973,Male,51,5,66.42,321.52,Two-Year,0,1,1.0,1
CUST-10974,Female,57,61,92.27,5640.68,Month-to-Month,3,0,,0
CUST-10975,Female,44,9,85.67,788.42,Month-to-Month,3,1,1.3,1
CUST-10976,Female,30,50,90.88,4540.45,Month-to-Month,2,1,,0
CUST-10977,Female,62,6,20.84,117.31,One-Year,1,0,,0
CUST-10978,Female,50,60,41.77,2493.06,One-Year,1,1,,0
CUST-10979,Female,23,44,86.17,,Month-to-Month,2,1,1.6,1
CUST-10980,Female,41,11,68.4,,Month-to-Month,1,0,0.8,1
CUST-10981,Female,36,66,20.53,1349.49,Two-Year,3,0,,0
CUST-10982,Female,33,47,100.45,,Month-to-Month,1,0,,0
CUST-10983,Male,57,3,97.28,288.88,Month-to-Month,1,0,,0
CUST-10984,Female,45,30,74.84,2251.07,Two-Year,1,0,,0
CUST-10985,Female,50,21,26.65,560.18,One-Year,3,0,,0
CUST-10986,Female,65,28,96.65,2692.65,Two-Year,2,0,,0
CUST-10987,Female,58,62,78.37,4840.49,One-Year,0,0,,0
CUST-10988,Female,30,33,98.2,3245.48,Two-Year,3,0,,0
CUST-10989,Female,60,35,95.17,3347.99,Month-to-Month,2,1,1.8,1
CUST-10990,Female,62,52,100.3,5218.75,One-Year,2,0,,0
CUST-10991,Female,42,34,71.8,2447.44,Two-Year,3,0,,0
CUST-10992,Female,70,41,34.03,1386.18,One-Year,2,0,,0
CUST-10993,Female,59,51,87.12,4453.27,Month-to-Month,1,0,,0
CUST-10994,Female,53,47,82.05,3866.38,Month-to-Month,3,1,1.6,1
CUST-10995,Male,44,58,94.23,5458.38,Month-to-Month,3,0,,0
CUST-10996,Male,55,57,36.99,,Month-to-Month,1,0,,0
CUST-10997,Female,24,23,39.5,890.84,Month-to-Month,3,1,1.3,1
CUST-10998,Female,22,48,109.04,5241.16,One-Year,2,0,,0
CUST-10999,Male,60,22,95.0,2084.28,One-Year,2,1,1.3,1
CUST-11000,Female,62,17,110.82,1871.67,Month-to-Month,2,1,1.8,1
CUST-11001,Male,74,69,95.87,6619.06,One-Year,2,0,,0
CUST-11002,Male,68,11,79.72,859.2,Month-to-Month,4,1,1.5,1
CUST-11003,Male,48,15,85.41,,Month-to-Month,1,1,0.7,1
CUST-11004,Male,40,35,108.91,3800.53,Month-to-Month,1,1,1.1,1
CUST-11005,Male,59,33,77.88,2556.58,Month-to-Month,1,1,1.5,1
CUST-11006,Female,27,16,83.24,1332.44,Month-to-Month,2,0,,0
CUST-11007,Male,49,34,35.65,,Month-to-Month,0,0,,0
CUST-11008,Female,60,66,67.39,4462.31,Month-to-Month,1,0,,0
CUST-11009,Female,70,40,91.64,3652.75,Two-Year,0,0,0.9,1
CUST-11010,Male,47,28,47.09,1332.27,Month-to-Month,4,0,,0
CUST-11011,Male,56,47,40.23,1879.43,One-Year,2,0,,0
CUST-11012,Female,48,39,51.38,2013.01,One-Year,4,0,,0
CUST-11013,Male,35,70,44.15,3101.56,One-Year,2,0,,0
CUST-11014,Male,53,20,41.49,833.01,Two-Year,1,1,1.1,1
CUST-11015,Female,19,1,62.49,54.58,Month-to-Month,1,1,1.2,1
CUST-11016,Female,31,63,110.78,6963.91,Month-to-Month,3,0,,0
CUST-11017,Male,30,67,70.71,4718.05,Two-Year,3,0,,0
CUST-11018,Female,46,4,38.79,,Month-to-Month,1,1,1.3,1
CUST-11019,Male,29,58,27.7,1603.63,One-Year,0,0,,0
CUST-11020,Male,56,25,89.62,2229.45,One-Year,2,1,1.0,1
CUST-11021,Male,19,47,58.28,2727.73,One-Year,3,1,1.4,1
CUST-11022,Female,49,38,102.18,3884.52,Two-Year,2,0,,0
CUST-11023,Female,30,15,85.95,1285.3,Two-Year,0,1,0.9,1
CUST-11024,Female,63,63,99.62,6256.87,One-Year,0,0,,0
CUST-11025,Female,44,21,47.19,999.64,Month-to-Month,2,0,,0
CUST-11026,Female,66,57,89.24,5090.03,Two-Year,0,0,,0
CUST-11027,Male,58,53,46.41,2478.13,Month-to-Month,1,1,1.8,1
CUST-11028,Male,34,46,113.91,5251.27,Month-to-Month,1,0,,0
CUST-11029,Male,57,14,83.64,1139.98,Two-Year,0,1,1.1,1
CUST-11030,Male,48,17,52.45,905.82,Month-to-Month,1,0,,0
CUST-11031,Female,51,39,46.95,1843.12,Month-to-Month,1,0,,0
CUST-11032,Male,41,9,39.09,344.45,Month-to-Month,2,0,,0
CUST-11033,Female,62,6,89.46,532.43,Two-Year,2,1,1.4,1
CUST-11034,Male,52,23,41.87,967.13,Month-to-Month,0,1,0.2,1
CUST-11035,Female,65,59,79.53,4682.13,One-Year,3,0,,0
CUST-11036,Female,23,46,46.46,2134.73,Month-to-Month,0,0,,0
CUST-11037,Male,36,38,86.2,3285.6,One-Year,1,0,,0
CUST-11038,Male,47,14,101.49,1426.04,One-Year,2,0,,0
CUST-11039,Male,24,62,97.8,,Month-to-Month,3,0,,0
CUST-11040,Male,27,35,96.09,3373.38,Month-to-Month,0,1,1.1,1
CUST-11041,Female,58,19,38.77,739.66,Month-to-Month,1,0,,0
CUST-11042,Male,49,30,28.84,867.89,Two-Year,1,0,,0
CUST-11043,Male,51,25,89.89,2242.1,One-Year,1,0,,0
CUST-11044,Female,45,40,56.83,2273.13,Two-Year,1,0,,0
CUST-11045,Male,32,14,63.23,877.48,Month-to-Month,1,1,1.3,1
CUST-11046,Male,47,26,23.11,581.45,One-Year,1,0,,0
CUST-11047,Male,54,22,45.96,1008.32,One-Year,3,0,,0
CUST-11048,Male,46,48,23.37,1120.54,One-Year,0,0,,0
CUST-11049,Male,39,51,107.92,5505.29,Two-Year,2,0,,0
CUST-11050,Female,21,3,44.34,145.14,Month-to-Month,1,1,0.9,1
CUST-11051,Male,37,42,75.73,3174.14,Month-to-Month,1,1,0.7,1
CUST-11052,Male,49,19,23.9,450.42,One-Year,3,0,,0
CUST-11053,Male,53,28,86.68,2434.7,One-Year,2,0,,0
CUST-11054,Male,67,45,52.3,2345.97,One-Year,0,0,,0
CUST-11055,Male,21,71,109.79,7796.63,Month-to-Month,0,1,1.9,1
CUST-11056,Female,44,63,108.81,,Month-to-Month,0,0,,0
CUST-11057,Male,34,19,52.53,995.63,Month-to-Month,1,0,,0
CUST-11058,Female,29,47,110.1,,Month-to-Month,1,1,1.5,1
CUST-11059,Female,39,14,119.62,1670.95,One-Year,3,0,,0
CUST-11060,Male,34,38,102.54,3904.43,One-Year,1,0,,0
CUST-11061,Male,27,53,104.49,5518.45,Month-to-Month,1,0,,0
CUST-11062,Male,71,61,44.9,2724.6,Month-to-Month,2,0,,0
CUST-11063,Male,18,36,77.67,2772.94,Month-to-Month,2,0,,0
CUST-11064,Female,39,40,26.73,1057.54,Month-to-Month,1,0,,0
CUST-11065,Male,43,30,29.49,903.27,One-Year,3,0,,0
CUST-11066,Male,73,9,119.89,1078.83,Two-Year,0,1,0.7,1
CUST-11067,Male,35,64,52.66,3363.03,Month-to-Month,2,0,,0
CUST-11068,Male,67,33,94.82,3136.89,One-Year,3,0,,0
CUST-11069,Male,31,52,100.67,5244.08,Two-Year,3,0,,0
CUST-11070,Male,64,14,105.8,1468.99,Two-Year,2,1,1.1,1
CUST-11071,Female,46,53,119.76,,Month-to-Month,2,1,,0
CUST-11072,Female,29,59,44.15,2607.61,Two-Year,3,0,,0
CUST-11073,Male,53,41,24.04,989.66,Month-to-Month,1,0,,0
CUST-11074,Male,52,68,61.12,,Month-to-Month,0,0,,0
CUST-11075,Male,69,68,33.01,2249.63,Month-to-Month,1,0,,0
CUST-11076,Female,29,8,22.24,171.71,Month-to-Month,1,1,1.5,1
CUST-11077,Male,24,2,56.04,,Month-to-Month,1,1,0.9,1
CUST-11078,Female,46,41,98.37,4030.32,Month-to-Month,3,0,,0
CUST-11079,Male,28,55,76.62,4223.68,Month-to-Month,0,0,,0
CUST-11080,Male,50,16,51.28,815.73,Two-Year,2,0,,0
CUST-11081,Male,23,62,85.43,5290.14,Two-Year,1,0,,0
CUST-11082,Male,64,48,43.2,2092.62,Month-to-Month,2,0,,0
CUST-11083,Female,32,30,21.44,642.12,Two-Year,0,0,,0
CUST-11084,Female,49,12,96.44,1156.94,Two-Year,0,1,0.9,1
CUST-11085,Male,68,35,82.37,2885.79,One-Year,2,1,2.0,1
CUST-11086,Male,28,11,96.23,1084.55,Month-to-Month,0,1,1.6,1
CUST-11087,Female,40,64,23.89,1550.65,One-Year,2,0,,0
CUST-11088,Female,43,50,103.71,5198.34,Two-Year,1,0,,0
CUST-11089,Female,51,21,81.95,1749.49,One-Year,2,0,,0
CUST-11090,Female,63,69,76.34,,Month-to-Month,2,1,1.3,1
CUST-11091,Male,51,48,82.46,3964.64,Month-to-Month,1,0,,0
CUST-11092,Female,46,20,106.44,2129.56,One-Year,2,0,,0
CUST-11093,Male,21,67,78.69,5254.54,Month-to-Month,0,0,,0
CUST-11094,Female,34,44,78.1,3441.03,Month-to-Month,0,1,0.9,1
CUST-11095,Female,52,33,119.07,3924.4,Month-to-Month,1,1,1.6,1
CUST-11096,Female,30,61,95.67,5851.21,Two-Year,2,1,1.5,1
CUST-11097,Female,58,9,64.23,574.12,Two-Year,1,0,,0
CUST-11098,Female,56,68,90.74,,Month-to-Month,0,0,,0
CUST-11099,Male,32,35,58.92,2077.53,Two-Year,1,0,,0
CUST-11100,Male,72,65,42.89,2787.2,Month-to-Month,1,0,,0
CUST-11101,Female,46,8,79.69,649.15,One-Year,1,0,,0
CUST-11102,Female,46,45,112.82,5081.14,One-Year,0,0,,0
CUST-11103,Male,28,47,112.91,5311.15,Two-Year,0,1,0.6,1
CUST-11104,Female,69,40,54.19,2165.16,Two-Year,1,0,,0
CUST-11105,Female,49,54,72.77,3934.6,Month-to-Month,1,0,,0
CUST-11106,Male,19,46,41.16,1892.05,Two-Year,0,0,,0
CUST-11107,Female,64,47,119.56,5611.28,Month-to-Month,1,1,0.8,1
CUST-11108,Female,31,15,118.11,1770.61,One-Year,0,0,,0
CUST-11109,Male,37,19,84.95,1626.93,One-Year,1,0,,0
CUST-11110,Male,39,26,100.44,2616.8,One-Year,2,0,,0
CUST-11111,Male,28,52,91.51,4766.2,Month-to-Month,1,1,1.9,1
CUST-11112,Female,44,22,79.32,1745.05,Two-Year,2,0,,0
CUST-11113,Male,20,21,25.33,512.55,Month-to-Month,4,0,,0
CUST-11114,Male,34,51,65.48,,Month-to-Month,1,1,0.8,1
CUST-11115,Male,61,38,87.48,3321.35,One-Year,1,0,,0
CUST-11116,Male,73,20,87.75,1743.65,Month-to-Month,2,1,1.2,1
CUST-11117,Male,45,29,57.31,1656.75,Two-Year,2,0,,0
CUST-11118,Male,46,51,114.17,5817.06,Month-to-Month,1,0,1.5,1
CUST-11119,Female,38,4,36.74,141.66,Month-to-Month,1,0,,0
CUST-11120,Female,64,55,70.04,3866.57,Two-Year,2,0,,0
CUST-11121,Male,33,71,89.09,6324.86,Month-to-Month,2,0,,0
CUST-11122,Male,54,28,89.71,2521.23,Month-to-Month,2,1,1.1,1
CUST-11123,Male,37,4,84.86,341.08,One-Year,0,0,,0
CUST-11124,Female,23,22,47.53,1059.82,Month-to-Month,1,1,1.1,1
